fuente,contenido,texto_limpio
Web,ficha de matrícula para traslado a 1ero secundaria. Postulante: Sebastian.,ficha de matricula para traslado a 1ero secundaria postulante sebastian
WhatsApp,<p><b>Saber si hay cupos en inicial 4 años para Nicolas. Gracias.</b></p>,saber si hay cupos en inicial 4 anos para nicolas gracias
Email,Solicito información de pensiones y detalles para primer año. Atte: Nicolas.,solicito informacion de pensiones y detalles para primer ano atte nicolas
Web,reunión de admision para secundaria. Mi menor es Maria.,reunion de admision para secundaria mi menor es maria
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 3 años para Camila. Gracias.,saber si hay disponibilidad de ingreso en inicial 3 anos para camila gracias
WhatsApp,Saber si hay vacantes en inicial 5 años para Pedro. Gracias.,saber si hay vacantes en inicial 5 anos para pedro gracias
Web,citas de admision para 5to secundaria. Mi menor es Sofia.,citas de admision para 5to secundaria mi menor es sofia
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 6to primaria? Mi niño se llama Nicolas.</b></p>,hola hay disponibilidad de ingreso para 6to primaria mi nino se llama nicolas
Web,charlas de admision para 6to primaria. Mi menor es Sofia.,charlas de admision para 6to primaria mi menor es sofia
Web,reunión de admision para 1ero secundaria. Mi menor es Lucia.,reunion de admision para 1ero secundaria mi menor es lucia
Email,"Estimados, quisiera saber los cuotas de 6to primaria para mi hijo Valentina.",estimados quisiera saber los cuotas de 6to primaria para mi hijo valentina
WhatsApp,Saber si hay cupos en secundaria para Gabriel. Gracias.,saber si hay cupos en secundaria para gabriel gracias
WhatsApp,Hola hay espacios para 6to primaria? Mi niño se llama Lucia.,hola hay espacios para 6to primaria mi nino se llama lucia
WhatsApp,Hola hay espacios para inicial 4 años? Mi niño se llama Luis.,hola hay espacios para inicial 4 anos mi nino se llama luis
Email,"<p><b>Estimados, quisiera saber los pagos de primer año para mi hijo Juan.</b></p>",estimados quisiera saber los pagos de primer ano para mi hijo juan
Web,ficha de matrícula para traslado a secundaria. Postulante: Thiago.,ficha de matricula para traslado a secundaria postulante thiago
Email,Solicito información de costos y detalles para 1ero secundaria. Atte: Sofia.,solicito informacion de costos y detalles para 1ero secundaria atte sofia
Email,Solicito información de pagos y detalles para secundaria. Atte: Lucia.,solicito informacion de pagos y detalles para secundaria atte lucia
WhatsApp,HOLA HAY VACANTES PARA PRIMER GRADO? MI NIÑO SE LLAMA LUCIA.,hola hay vacantes para primer grado mi nino se llama lucia
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Sebastian.,hola hay cupos para inicial 5 anos mi nino se llama sebastian
Web,ENTREVISTAS DE ADMISION PARA 1ERO PRIMARIA. MI MENOR ES CAMILA.,entrevistas de admision para 1ero primaria mi menor es camila
WhatsApp,<p><b>Hola hay lugares para 1ero primaria? Mi niño se llama Valentina.</b></p>,hola hay lugares para 1ero primaria mi nino se llama valentina
Web,FICHA DE MATRÍCULA PARA TRASLADO A 1ERO PRIMARIA. POSTULANTE: NICOLAS.,ficha de matricula para traslado a 1ero primaria postulante nicolas
Web,REQUISITOS PARA TRASLADO A INICIAL 5 AÑOS. POSTULANTE: JUAN.,requisitos para traslado a inicial 5 anos postulante juan
WhatsApp,Saber si hay lugares en 6to primaria para Luis. Gracias.,saber si hay lugares en 6to primaria para luis gracias
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Nicolas.",estimados quisiera saber los costos de 6to primaria para mi hijo nicolas
Email,<p><b>Solicito información de pensiones y detalles para inicial 4 años. Atte: Nicolas.</b></p>,solicito informacion de pensiones y detalles para inicial 4 anos atte nicolas
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Luis.,solicito informacion de precios y detalles para inicial 4 anos atte luis
Web,reunión de admision para inicial 3 años. Mi menor es Camila.,reunion de admision para inicial 3 anos mi menor es camila
Web,PAPELES PARA TRASLADO A INICIAL 3 AÑOS. POSTULANTE: MATEO.,papeles para traslado a inicial 3 anos postulante mateo
Web,entrevistas de admision para inicial 3 años. Mi menor es Pedro.,entrevistas de admision para inicial 3 anos mi menor es pedro
WhatsApp,Saber si hay lugares en 5to secundaria para Luis. Gracias.,saber si hay lugares en 5to secundaria para luis gracias
Email,"Estimados, quisiera saber los costos de primer año para mi hijo Pedro.",estimados quisiera saber los costos de primer ano para mi hijo pedro
WhatsApp,Saber si hay disponibilidad de ingreso en secundaria para Sebastian. Gracias.,saber si hay disponibilidad de ingreso en secundaria para sebastian gracias
Email,<p><b>Solicito información de pensiones y detalles para secundaria. Atte: Elena.</b></p>,solicito informacion de pensiones y detalles para secundaria atte elena
WhatsApp,<p><b>Hola hay lugares para inicial 3 años? Mi niño se llama Juan.</b></p>,hola hay lugares para inicial 3 anos mi nino se llama juan
WhatsApp,Saber si hay cupos en 5to secundaria para Nicolas. Gracias.,saber si hay cupos en 5to secundaria para nicolas gracias
WhatsApp,Saber si hay disponibilidad de ingreso en 6to primaria para Gabriel. Gracias.,saber si hay disponibilidad de ingreso en 6to primaria para gabriel gracias
Email,Solicito información de costos y detalles para 6to primaria. Atte: Sebastian.,solicito informacion de costos y detalles para 6to primaria atte sebastian
WhatsApp,<p><b>Saber si hay vacantes en primer año para Camila. Gracias.</b></p>,saber si hay vacantes en primer ano para camila gracias
Web,REUNIÓN DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES GABRIEL.,reunion de admision para inicial 5 anos mi menor es gabriel
WhatsApp,Saber si hay lugares en 1ero primaria para Lucia. Gracias.,saber si hay lugares en 1ero primaria para lucia gracias
WhatsApp,Saber si hay espacios en 1ero primaria para Sebastian. Gracias.,saber si hay espacios en 1ero primaria para sebastian gracias
Web,reunión de admision para 6to primaria. Mi menor es Pedro.,reunion de admision para 6to primaria mi menor es pedro
Email,Solicito información de pagos y detalles para inicial 4 años. Atte: Ana.,solicito informacion de pagos y detalles para inicial 4 anos atte ana
Email,"Estimados, quisiera saber los mensualidad de 5to secundaria para mi hijo Lucia.",estimados quisiera saber los mensualidad de 5to secundaria para mi hijo lucia
Email,Solicito información de costos y detalles para primer año. Atte: Sofia.,solicito informacion de costos y detalles para primer ano atte sofia
Email,Solicito información de cuotas y detalles para secundaria. Atte: Elena.,solicito informacion de cuotas y detalles para secundaria atte elena
Email,Solicito información de precios y detalles para secundaria. Atte: Gabriel.,solicito informacion de precios y detalles para secundaria atte gabriel
Email,"<p><b>Estimados, quisiera saber los mensualidad de inicial 3 años para mi hijo Lucia.</b></p>",estimados quisiera saber los mensualidad de inicial 3 anos para mi hijo lucia
Web,FICHA DE MATRÍCULA PARA TRASLADO A SECUNDARIA. POSTULANTE: SOFIA.,ficha de matricula para traslado a secundaria postulante sofia
Web,documentos para traslado a inicial 4 años. Postulante: Mateo.,documentos para traslado a inicial 4 anos postulante mateo
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA PRIMER AÑO. ATTE: SOFIA.,solicito informacion de cuotas y detalles para primer ano atte sofia
Email,<p><b>Solicito información de costos y detalles para inicial 3 años. Atte: Ana.</b></p>,solicito informacion de costos y detalles para inicial 3 anos atte ana
Web,reunión de admision para inicial 4 años. Mi menor es Camila.,reunion de admision para inicial 4 anos mi menor es camila
Web,citas de admision para 5to secundaria. Mi menor es Elena.,citas de admision para 5to secundaria mi menor es elena
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en inicial 3 años para Juan. Gracias.</b></p>,saber si hay disponibilidad de ingreso en inicial 3 anos para juan gracias
Web,entrevistas de admision para 1ero secundaria. Mi menor es Elena.,entrevistas de admision para 1ero secundaria mi menor es elena
Web,reunión de admision para primer año. Mi menor es Mateo.,reunion de admision para primer ano mi menor es mateo
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Maria.,hola hay disponibilidad de ingreso para 1ero primaria mi nino se llama maria
Web,documentación para traslado a primer año. Postulante: Maria.,documentacion para traslado a primer ano postulante maria
Email,Solicito información de costos y detalles para 1ero secundaria. Atte: Sebastian.,solicito informacion de costos y detalles para 1ero secundaria atte sebastian
Email,"Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Sebastian.",estimados quisiera saber los cuotas de inicial 4 anos para mi hijo sebastian
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Elena.",estimados quisiera saber los precios de 6to primaria para mi hijo elena
Email,"Estimados, quisiera saber los pagos de inicial 4 años para mi hijo Sofia.",estimados quisiera saber los pagos de inicial 4 anos para mi hijo sofia
Web,<p><b>documentación para traslado a 1ero primaria. Postulante: Valentina.</b></p>,documentacion para traslado a 1ero primaria postulante valentina
Web,DOCUMENTACIÓN PARA TRASLADO A INICIAL 3 AÑOS. POSTULANTE: MATEO.,documentacion para traslado a inicial 3 anos postulante mateo
Email,Solicito información de pensiones y detalles para inicial 4 años. Atte: Camila.,solicito informacion de pensiones y detalles para inicial 4 anos atte camila
Email,SOLICITO INFORMACIÓN DE PRECIOS Y DETALLES PARA 6TO PRIMARIA. ATTE: SEBASTIAN.,solicito informacion de precios y detalles para 6to primaria atte sebastian
WhatsApp,<p><b>Saber si hay vacantes en secundaria para Nicolas. Gracias.</b></p>,saber si hay vacantes en secundaria para nicolas gracias
WhatsApp,HOLA HAY VACANTES PARA 1ERO SECUNDARIA? MI NIÑO SE LLAMA GABRIEL.,hola hay vacantes para 1ero secundaria mi nino se llama gabriel
Web,documentos para traslado a 1ero primaria. Postulante: Sebastian.,documentos para traslado a 1ero primaria postulante sebastian
WhatsApp,Saber si hay vacantes en primer grado para Pedro. Gracias.,saber si hay vacantes en primer grado para pedro gracias
WhatsApp,Hola hay lugares para inicial 5 años? Mi niño se llama Ana.,hola hay lugares para inicial 5 anos mi nino se llama ana
Email,"<p><b>Estimados, quisiera saber los mensualidad de 1ero secundaria para mi hijo Elena.</b></p>",estimados quisiera saber los mensualidad de 1ero secundaria para mi hijo elena
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Luis.,hola hay espacios para primer ano mi nino se llama luis
WhatsApp,Saber si hay espacios en inicial 5 años para Camila. Gracias.,saber si hay espacios en inicial 5 anos para camila gracias
Web,ficha de matrícula para traslado a secundaria. Postulante: Valentina.,ficha de matricula para traslado a secundaria postulante valentina
WhatsApp,<p><b>Saber si hay lugares en secundaria para Nicolas. Gracias.</b></p>,saber si hay lugares en secundaria para nicolas gracias
WhatsApp,Saber si hay cupos en 1ero secundaria para Valentina. Gracias.,saber si hay cupos en 1ero secundaria para valentina gracias
Web,<p><b>reunión de admision para 1ero primaria. Mi menor es Lucia.</b></p>,reunion de admision para 1ero primaria mi menor es lucia
Web,partidas para traslado a primer año. Postulante: Camila.,partidas para traslado a primer ano postulante camila
WhatsApp,Saber si hay lugares en 1ero secundaria para Gabriel. Gracias.,saber si hay lugares en 1ero secundaria para gabriel gracias
Web,<p><b>citas de admision para 1ero secundaria. Mi menor es Sofia.</b></p>,citas de admision para 1ero secundaria mi menor es sofia
WhatsApp,Hola hay espacios para secundaria? Mi niño se llama Elena.,hola hay espacios para secundaria mi nino se llama elena
Email,Solicito información de costos y detalles para 6to primaria. Atte: Maria.,solicito informacion de costos y detalles para 6to primaria atte maria
Web,requisitos para traslado a inicial 5 años. Postulante: Lucia.,requisitos para traslado a inicial 5 anos postulante lucia
Web,entrevistas de admision para inicial 5 años. Mi menor es Ana.,entrevistas de admision para inicial 5 anos mi menor es ana
WhatsApp,Saber si hay lugares en 6to primaria para Valentina. Gracias.,saber si hay lugares en 6to primaria para valentina gracias
WhatsApp,Saber si hay espacios en primer grado para Camila. Gracias.,saber si hay espacios en primer grado para camila gracias
WhatsApp,Saber si hay lugares en primer grado para Pedro. Gracias.,saber si hay lugares en primer grado para pedro gracias
Web,cronograma de admision para 5to secundaria. Mi menor es Juan.,cronograma de admision para 5to secundaria mi menor es juan
Web,FICHA DE MATRÍCULA PARA TRASLADO A INICIAL 5 AÑOS. POSTULANTE: CAMILA.,ficha de matricula para traslado a inicial 5 anos postulante camila
WhatsApp,Saber si hay espacios en 6to primaria para Nicolas. Gracias.,saber si hay espacios en 6to primaria para nicolas gracias
Web,charlas de admision para 5to secundaria. Mi menor es Nicolas.,charlas de admision para 5to secundaria mi menor es nicolas
Web,documentos para traslado a 1ero primaria. Postulante: Thiago.,documentos para traslado a 1ero primaria postulante thiago
WhatsApp,<p><b>Hola hay espacios para 1ero primaria? Mi niño se llama Nicolas.</b></p>,hola hay espacios para 1ero primaria mi nino se llama nicolas
Email,<p><b>Solicito información de pagos y detalles para inicial 3 años. Atte: Elena.</b></p>,solicito informacion de pagos y detalles para inicial 3 anos atte elena
Email,"Estimados, quisiera saber los pagos de secundaria para mi hijo Lucia.",estimados quisiera saber los pagos de secundaria para mi hijo lucia
Web,CITAS DE ADMISION PARA 5TO SECUNDARIA. MI MENOR ES NICOLAS.,citas de admision para 5to secundaria mi menor es nicolas
WhatsApp,Saber si hay vacantes en 1ero primaria para Juan. Gracias.,saber si hay vacantes en 1ero primaria para juan gracias
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA SECUNDARIA. ATTE: SOFIA.,solicito informacion de cuotas y detalles para secundaria atte sofia
WhatsApp,SABER SI HAY LUGARES EN 5TO SECUNDARIA PARA MATEO. GRACIAS.,saber si hay lugares en 5to secundaria para mateo gracias
