fuente,contenido,texto_limpio,label_sugerida,texto_preprocesado
WhatsApp,Hola hay vacantes para 1ero primaria? Mi niño se llama Ana.,hola hay vacantes para 1ero primaria mi niño se llama ana,ADMIS_VACANTES,holar vacante 1ero primario niño llamar án
Email,<p><b>Solicito información de pensiones y detalles para 6to primaria. Atte: Luis.</b></p>,solicito información de pensiones y detalles para 6to primaria atte luis,ADMIS_COSTOS,solicitar información pensión detalle 6to primaria atte luis
Web,<p><b>requisitos para traslado a primer grado. Postulante: Maria.</b></p>,requisitos para traslado a primer grado postulante maria,ADMIS_REQUIS_DOC,requisito traslado grado postulante mario
Email,Solicito información de costos y detalles para inicial 4 años. Atte: Gabriel.,solicito información de costos y detalles para inicial 4 años atte gabriel,ADMIS_COSTOS,solicitar información costo detalle inicial año atte gabriel
Email,"Estimados, quisiera saber los cuotas de 1ero primaria para mi hijo Luis.",estimados quisiera saber los cuotas de 1ero primaria para mi hijo luis,ADMIS_COSTOS,estimado querer cuota 1ero primario hijo luis
Web,charlas de admision para secundaria. Mi menor es Gabriel.,charlas de admision para secundaria mi menor es gabriel,ADMIS_CITAS,charla admision secundario menor gabriel
WhatsApp,Hola hay espacios para 6to primaria? Mi niño se llama Nicolas.,hola hay espacios para 6to primaria mi niño se llama nicolas,ADMIS_VACANTES,holar espacio 6to primario niño llamar nicola
Web,<p><b>documentación para traslado a inicial 4 años. Postulante: Lucia.</b></p>,documentación para traslado a inicial 4 años postulante lucia,ADMIS_REQUIS_DOC,documentación traslado inicial año postulante lucia
WhatsApp,Saber si hay lugares en inicial 3 años para Sofia. Gracias.,saber si hay lugares en inicial 3 años para sofia gracias,ADMIS_VACANTES,lugar inicial año sofia gracias
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Ana.",estimados quisiera saber los pagos de 6to primaria para mi hijo ana,ADMIS_COSTOS,estimado querer pago 6to primario hijo án
WhatsApp,SABER SI HAY ESPACIOS EN INICIAL 5 AÑOS PARA LUIS. GRACIAS.,saber si hay espacios en inicial 5 años para luis gracias,ADMIS_VACANTES,espacio inicial año luis gracias
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Ana.,hola hay cupos para inicial 5 años mi niño se llama ana,ADMIS_VACANTES,holar cupo inicial año niño llamar án
Web,charlas de admision para 1ero primaria. Mi menor es Ana.,charlas de admision para 1ero primaria mi menor es ana,ADMIS_CITAS,charla admision 1ero primario menor án
Email,"Estimados, quisiera saber los pensiones de primer año para mi hijo Valentina.",estimados quisiera saber los pensiones de primer año para mi hijo valentina,ADMIS_COSTOS,estimado querer pensión año hijo valentín
Web,ficha de matrícula para traslado a 1ero primaria. Postulante: Gabriel.,ficha de matrícula para traslado a 1ero primaria postulante gabriel,ADMIS_REQUIS_DOC,ficha matrícula traslado 1ero primaria postulante gabriel
Web,<p><b>reunión de admision para primer año. Mi menor es Luis.</b></p>,reunión de admision para primer año mi menor es luis,OTROS,reunión admision año menor luis
WhatsApp,HOLA HAY DISPONIBILIDAD DE INGRESO PARA 1ERO SECUNDARIA? MI NIÑO SE LLAMA PEDRO.,hola hay disponibilidad de ingreso para 1ero secundaria mi niño se llama pedro,ADMIS_VACANTES,holar disponibilidad ingreso 1ero secundario niño llamar pedro
Web,CITAS DE ADMISION PARA 1ERO PRIMARIA. MI MENOR ES LUCIA.,citas de admision para 1ero primaria mi menor es lucia,ADMIS_CITAS,cita admision 1ero primario menor lucia
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Juan.,hola hay disponibilidad de ingreso para 1ero primaria mi niño se llama juan,ADMIS_VACANTES,holar disponibilidad ingreso 1ero primario niño llamar juan
WhatsApp,Hola hay vacantes para secundaria? Mi niño se llama Mateo.,hola hay vacantes para secundaria mi niño se llama mateo,ADMIS_VACANTES,holar vacante secundario niño llamar mateo
WhatsApp,<p><b>Hola hay cupos para primer año? Mi niño se llama Pedro.</b></p>,hola hay cupos para primer año mi niño se llama pedro,ADMIS_VACANTES,holar cupo año niño llamar pedro
Email,Solicito información de pensiones y detalles para 1ero primaria. Atte: Nicolas.,solicito información de pensiones y detalles para 1ero primaria atte nicolas,ADMIS_COSTOS,solicitar información pensión detalle 1ero primario attar nicola
Email,"<p><b>Estimados, quisiera saber los pensiones de secundaria para mi hijo Maria.</b></p>",estimados quisiera saber los pensiones de secundaria para mi hijo maria,ADMIS_COSTOS,estimado querer pensión secundaria hijo mario
Email,"Estimados, quisiera saber los costos de primer año para mi hijo Lucia.",estimados quisiera saber los costos de primer año para mi hijo lucia,ADMIS_COSTOS,estimado querer costo año hijo lucia
Web,PARTIDAS PARA TRASLADO A 1ERO SECUNDARIA. POSTULANTE: SOFIA.,partidas para traslado a 1ero secundaria postulante sofia,ADMIS_REQUIS_DOC,partida traslado 1ero secundario postulante sofia
Web,FICHA DE MATRÍCULA PARA TRASLADO A 5TO SECUNDARIA. POSTULANTE: MATEO.,ficha de matrícula para traslado a 5to secundaria postulante mateo,ADMIS_REQUIS_DOC,ficha matrícula traslado 5to secundario postulante mateo
Web,<p><b>papeles para traslado a inicial 3 años. Postulante: Valentina.</b></p>,papeles para traslado a inicial 3 años postulante valentina,ADMIS_REQUIS_DOC,papel traslado inicial año postulante valentín
Email,Solicito información de pagos y detalles para 6to primaria. Atte: Nicolas.,solicito información de pagos y detalles para 6to primaria atte nicolas,ADMIS_COSTOS,solicitar información pago detalle 6to primaria attar nicola
Email,"Estimados, quisiera saber los costos de inicial 3 años para mi hijo Gabriel.",estimados quisiera saber los costos de inicial 3 años para mi hijo gabriel,ADMIS_COSTOS,estimado querer costo inicial año hijo gabriel
WhatsApp,Hola hay lugares para 6to primaria? Mi niño se llama Pedro.,hola hay lugares para 6to primaria mi niño se llama pedro,ADMIS_VACANTES,holar lugar 6to primaria niño llamar pedro
Email,SOLICITO INFORMACIÓN DE PRECIOS Y DETALLES PARA SECUNDARIA. ATTE: MARIA.,solicito información de precios y detalles para secundaria atte maria,ADMIS_COSTOS,solicitar información precio detalle secundario atte mario
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en 6to primaria para Nicolas. Gracias.</b></p>,saber si hay disponibilidad de ingreso en 6to primaria para nicolas gracias,ADMIS_VACANTES,disponibilidad ingreso 6to primario nico él gracia
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Valentina.,hola hay disponibilidad de ingreso para 1ero primaria mi niño se llama valentina,ADMIS_VACANTES,holar disponibilidad ingreso 1ero primario niño llamar valentina
Email,<p><b>Solicito información de mensualidad y detalles para 1ero primaria. Atte: Mateo.</b></p>,solicito información de mensualidad y detalles para 1ero primaria atte mateo,ADMIS_COSTOS,solicitar información mensualidad detalle 1ero primario atte mateo
WhatsApp,SABER SI HAY CUPOS EN SECUNDARIA PARA LUIS. GRACIAS.,saber si hay cupos en secundaria para luis gracias,ADMIS_VACANTES,cupo secundaria luis gracias
Email,"Estimados, quisiera saber los cuotas de primer año para mi hijo Valentina.",estimados quisiera saber los cuotas de primer año para mi hijo valentina,ADMIS_COSTOS,estimado querer cuota año hijo valentín
Web,documentación para traslado a secundaria. Postulante: Elena.,documentación para traslado a secundaria postulante elena,ADMIS_REQUIS_DOC,documentación traslado secundaria postulante elén
Email,Solicito información de pagos y detalles para 1ero primaria. Atte: Maria.,solicito información de pagos y detalles para 1ero primaria atte maria,ADMIS_COSTOS,solicitar información pago detalle 1ero primario atte mario
Email,Solicito información de cuotas y detalles para inicial 5 años. Atte: Nicolas.,solicito información de cuotas y detalles para inicial 5 años atte nicolas,ADMIS_COSTOS,solicitar información cuota detalle inicial año attar nicola
Email,"<p><b>Estimados, quisiera saber los cuotas de 1ero primaria para mi hijo Sofia.</b></p>",estimados quisiera saber los cuotas de 1ero primaria para mi hijo sofia,ADMIS_COSTOS,estimado querer cuota 1ero primario hijo sofia
Email,Solicito información de pagos y detalles para 1ero primaria. Atte: Camila.,solicito información de pagos y detalles para 1ero primaria atte camila,ADMIS_COSTOS,solicitar información pago detalle 1ero primario attar camilar
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA 1ERO PRIMARIA. ATTE: THIAGO.,solicito información de pagos y detalles para 1ero primaria atte thiago,ADMIS_COSTOS,solicitar información pago detalle 1ero primario attar thiago
WhatsApp,Hola hay vacantes para 1ero primaria? Mi niño se llama Thiago.,hola hay vacantes para 1ero primaria mi niño se llama thiago,ADMIS_VACANTES,holar vacante 1ero primario niño llamar thiago
Web,documentos para traslado a inicial 3 años. Postulante: Thiago.,documentos para traslado a inicial 3 años postulante thiago,ADMIS_REQUIS_DOC,documento traslado inicial año postulante thiago
Email,"Estimados, quisiera saber los mensualidad de 5to secundaria para mi hijo Thiago.",estimados quisiera saber los mensualidad de 5to secundaria para mi hijo thiago,ADMIS_COSTOS,estimado querer mensualidad 5to secundario hijo thiago
WhatsApp,HOLA HAY DISPONIBILIDAD DE INGRESO PARA PRIMER AÑO? MI NIÑO SE LLAMA ANA.,hola hay disponibilidad de ingreso para primer año mi niño se llama ana,ADMIS_VACANTES,holar disponibilidad ingreso año niño llamar án
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE INICIAL 3 AÑOS PARA MI HIJO JUAN.",estimados quisiera saber los pensiones de inicial 3 años para mi hijo juan,ADMIS_COSTOS,estimado querer pensión inicial año hijo juan
Email,Solicito información de costos y detalles para 6to primaria. Atte: Gabriel.,solicito información de costos y detalles para 6to primaria atte gabriel,ADMIS_COSTOS,solicitar información costo detalle 6to primaria atte gabriel
WhatsApp,<p><b>Saber si hay cupos en 5to secundaria para Maria. Gracias.</b></p>,saber si hay cupos en 5to secundaria para maria gracias,ADMIS_VACANTES,cupo 5to secundario maria gracias
Web,citas de admision para inicial 3 años. Mi menor es Nicolas.,citas de admision para inicial 3 años mi menor es nicolas,ADMIS_CITAS,cita admision inicial año menor nicola
Web,cronograma de admision para secundaria. Mi menor es Lucia.,cronograma de admision para secundaria mi menor es lucia,ADMIS_CITAS,cronograma admision secundario menor lucia
Email,"Estimados, quisiera saber los cuotas de primer grado para mi hijo Sofia.",estimados quisiera saber los cuotas de primer grado para mi hijo sofia,ADMIS_COSTOS,estimado querer cuota grado hijo sofia
Email,<p><b>Solicito información de costos y detalles para inicial 4 años. Atte: Sebastian.</b></p>,solicito información de costos y detalles para inicial 4 años atte sebastian,ADMIS_COSTOS,solicitar información costo detalle inicial año atte sebastiar
WhatsApp,Saber si hay espacios en 1ero secundaria para Gabriel. Gracias.,saber si hay espacios en 1ero secundaria para gabriel gracias,ADMIS_VACANTES,espacio 1ero secundario gabriel gracias
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 4 años para Gabriel. Gracias.,saber si hay disponibilidad de ingreso en inicial 4 años para gabriel gracias,ADMIS_VACANTES,disponibilidad ingreso inicial año gabriel gracias
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA INICIAL 5 AÑOS. ATTE: ANA.,solicito información de pagos y detalles para inicial 5 años atte ana,ADMIS_COSTOS,solicitar información pago detalle inicial año attir ana
WhatsApp,Saber si hay vacantes en primer año para Camila. Gracias.,saber si hay vacantes en primer año para camila gracias,ADMIS_VACANTES,vacante año camilar gracias
WhatsApp,HOLA HAY ESPACIOS PARA PRIMER GRADO? MI NIÑO SE LLAMA SEBASTIAN.,hola hay espacios para primer grado mi niño se llama sebastian,ADMIS_VACANTES,holar espacio grado niño llamar sebastian
WhatsApp,<p><b>Hola hay cupos para 5to secundaria? Mi niño se llama Nicolas.</b></p>,hola hay cupos para 5to secundaria mi niño se llama nicolas,ADMIS_VACANTES,holar cupo 5to secundario niño llamar nicola
Email,Solicito información de pagos y detalles para 5to secundaria. Atte: Luis.,solicito información de pagos y detalles para 5to secundaria atte luis,ADMIS_COSTOS,solicitar información pago detalle 5to secundario atte luis
Web,reunión de admision para inicial 3 años. Mi menor es Mateo.,reunión de admision para inicial 3 años mi menor es mateo,OTROS,reunión admision inicial año menor mateo
Email,Solicito información de pensiones y detalles para 1ero primaria. Atte: Luis.,solicito información de pensiones y detalles para 1ero primaria atte luis,ADMIS_COSTOS,solicitar información pensión detalle 1ero primario atte luis
Email,Solicito información de costos y detalles para inicial 4 años. Atte: Camila.,solicito información de costos y detalles para inicial 4 años atte camila,ADMIS_COSTOS,solicitar información costo detalle inicial año attar camilar
Email,"Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Juan.",estimados quisiera saber los pensiones de 5to secundaria para mi hijo juan,ADMIS_COSTOS,estimado querer pensión 5to secundario hijo juan
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Juan.",estimados quisiera saber los costos de 6to primaria para mi hijo juan,ADMIS_COSTOS,estimado querer costo 6to primario hijo juan
Web,documentos para traslado a primer grado. Postulante: Luis.,documentos para traslado a primer grado postulante luis,ADMIS_REQUIS_DOC,documento traslado grado postulante luis
Email,Solicito información de mensualidad y detalles para primer año. Atte: Sofia.,solicito información de mensualidad y detalles para primer año atte sofia,ADMIS_COSTOS,solicitar información mensualidad detalle año atte sofia
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA 5TO SECUNDARIA. ATTE: SEBASTIAN.,solicito información de mensualidad y detalles para 5to secundaria atte sebastian,ADMIS_COSTOS,solicitar información mensualidad detalle 5to secundario atte sebastiar
Web,documentos para traslado a 6to primaria. Postulante: Camila.,documentos para traslado a 6to primaria postulante camila,ADMIS_REQUIS_DOC,documento traslado 6to primaria postulante camilar
Web,cronograma de admision para 5to secundaria. Mi menor es Thiago.,cronograma de admision para 5to secundaria mi menor es thiago,ADMIS_CITAS,cronograma admision 5to secundario menor thiago
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en inicial 5 años para Camila. Gracias.</b></p>,saber si hay disponibilidad de ingreso en inicial 5 años para camila gracias,ADMIS_VACANTES,disponibilidad ingreso inicial año camilar gracias
WhatsApp,Hola hay disponibilidad de ingreso para 1ero secundaria? Mi niño se llama Mateo.,hola hay disponibilidad de ingreso para 1ero secundaria mi niño se llama mateo,ADMIS_VACANTES,holar disponibilidad ingreso 1ero secundario niño llamar mateo
Email,Solicito información de cuotas y detalles para inicial 3 años. Atte: Lucia.,solicito información de cuotas y detalles para inicial 3 años atte lucia,ADMIS_COSTOS,solicitar información cuota detalle inicial año attir lucia
