fuente,contenido
Email,"Estimados, quisiera saber los precios de 1ero primaria para mi hijo Lucia."
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA INICIAL 3 AÑOS. ATTE: LUIS.
Email,"Estimados, quisiera saber los pagos de primer año para mi hijo Pedro."
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Juan.
Web,reunión de admision para 6to primaria. Mi menor es Nicolas.
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE INICIAL 3 AÑOS PARA MI HIJO ELENA."
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Mateo.
Web,partidas para traslado a inicial 3 años. Postulante: Ana.
Web,citas de admision para primer grado. Mi menor es Gabriel.
WhatsApp,Hola hay espacios para 5to secundaria? Mi niño se llama Lucia.
Email,"<p><b>Estimados, quisiera saber los costos de inicial 4 años para mi hijo Sofia.</b></p>"
Email,"Estimados, quisiera saber los precios de primer año para mi hijo Thiago."
Web,citas de admision para inicial 4 años. Mi menor es Gabriel.
Web,<p><b>entrevistas de admision para inicial 4 años. Mi menor es Nicolas.</b></p>
Email,<p><b>Solicito información de pagos y detalles para secundaria. Atte: Sofia.</b></p>
Web,reunión de admision para 6to primaria. Mi menor es Nicolas.
Email,Solicito información de precios y detalles para 6to primaria. Atte: Camila.
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA SECUNDARIA. ATTE: LUCIA.
Web,citas de admision para secundaria. Mi menor es Thiago.
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA INICIAL 5 AÑOS. ATTE: JUAN.
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Mateo."
WhatsApp,Hola hay vacantes para inicial 4 años? Mi niño se llama Sofia.
Email,"Estimados, quisiera saber los pagos de inicial 4 años para mi hijo Elena."
WhatsApp,Saber si hay espacios en 5to secundaria para Mateo. Gracias.
Web,FICHA DE MATRÍCULA PARA TRASLADO A PRIMER GRADO. POSTULANTE: PEDRO.
WhatsApp,Hola hay vacantes para 1ero primaria? Mi niño se llama Ana.
Email,"Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Juan."
Web,charlas de admision para inicial 4 años. Mi menor es Ana.
Email,"<p><b>Estimados, quisiera saber los cuotas de 5to secundaria para mi hijo Valentina.</b></p>"
Email,Solicito información de cuotas y detalles para inicial 3 años. Atte: Juan.
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA SECUNDARIA. ATTE: VALENTINA.
Web,<p><b>requisitos para traslado a 1ero primaria. Postulante: Ana.</b></p>
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA 1ERO SECUNDARIA. ATTE: CAMILA.
Web,REUNIÓN DE ADMISION PARA SECUNDARIA. MI MENOR ES THIAGO.
Email,"Estimados, quisiera saber los pagos de secundaria para mi hijo Elena."
WhatsApp,Saber si hay cupos en secundaria para Mateo. Gracias.
Web,reunión de admision para 1ero primaria. Mi menor es Pedro.
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Elena."
Email,Solicito información de cuotas y detalles para inicial 5 años. Atte: Pedro.
Email,"Estimados, quisiera saber los pagos de primer grado para mi hijo Sofia."
Email,Solicito información de cuotas y detalles para 6to primaria. Atte: Ana.
WhatsApp,<p><b>Saber si hay cupos en inicial 4 años para Luis. Gracias.</b></p>
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE 1ERO SECUNDARIA PARA MI HIJO JUAN."
Web,partidas para traslado a 6to primaria. Postulante: Thiago.
Email,Solicito información de precios y detalles para inicial 5 años. Atte: Mateo.
WhatsApp,Hola hay disponibilidad de ingreso para inicial 4 años? Mi niño se llama Valentina.
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 6TO PRIMARIA PARA THIAGO. GRACIAS.
Web,cronograma de admision para inicial 5 años. Mi menor es Mateo.
Email,"Estimados, quisiera saber los precios de inicial 5 años para mi hijo Nicolas."
Web,REUNIÓN DE ADMISION PARA 6TO PRIMARIA. MI MENOR ES PEDRO.
WhatsApp,Saber si hay lugares en 6to primaria para Maria. Gracias.
Web,<p><b>papeles para traslado a inicial 3 años. Postulante: Pedro.</b></p>
Email,"Estimados, quisiera saber los pagos de 1ero secundaria para mi hijo Luis."
Email,Solicito información de pagos y detalles para 1ero secundaria. Atte: Elena.
Web,documentos para traslado a inicial 3 años. Postulante: Maria.
Web,reunión de admision para 5to secundaria. Mi menor es Elena.
Web,entrevistas de admision para 1ero primaria. Mi menor es Elena.
WhatsApp,Hola hay lugares para primer año? Mi niño se llama Lucia.
Email,"Estimados, quisiera saber los mensualidad de 1ero secundaria para mi hijo Elena."
Web,partidas para traslado a inicial 5 años. Postulante: Sebastian.
Email,Solicito información de costos y detalles para inicial 5 años. Atte: Thiago.
WhatsApp,Saber si hay lugares en primer año para Camila. Gracias.
Web,documentos para traslado a 1ero primaria. Postulante: Camila.
Web,DOCUMENTACIÓN PARA TRASLADO A INICIAL 4 AÑOS. POSTULANTE: LUIS.
WhatsApp,<p><b>Saber si hay cupos en 6to primaria para Maria. Gracias.</b></p>
Web,<p><b>documentos para traslado a 5to secundaria. Postulante: Juan.</b></p>
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE INICIAL 3 AÑOS PARA MI HIJO VALENTINA."
Web,papeles para traslado a 6to primaria. Postulante: Luis.
WhatsApp,Saber si hay lugares en 1ero primaria para Juan. Gracias.
Email,"Estimados, quisiera saber los precios de inicial 5 años para mi hijo Maria."
Email,"Estimados, quisiera saber los pensiones de 1ero primaria para mi hijo Pedro."
Web,charlas de admision para secundaria. Mi menor es Gabriel.
Email,"Estimados, quisiera saber los costos de secundaria para mi hijo Thiago."
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Sofia.
WhatsApp,<p><b>Hola hay espacios para primer año? Mi niño se llama Lucia.</b></p>
WhatsApp,Saber si hay vacantes en 1ero secundaria para Elena. Gracias.
Email,"Estimados, quisiera saber los mensualidad de inicial 4 años para mi hijo Luis."
Web,entrevistas de admision para inicial 5 años. Mi menor es Lucia.
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Sofia."
Email,"Estimados, quisiera saber los pensiones de primer grado para mi hijo Sebastian."
WhatsApp,Saber si hay cupos en secundaria para Camila. Gracias.
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE 1ERO SECUNDARIA PARA MI HIJO SOFIA."
Web,papeles para traslado a primer año. Postulante: Luis.
Email,"Estimados, quisiera saber los pensiones de inicial 5 años para mi hijo Maria."
Web,documentos para traslado a primer grado. Postulante: Luis.
WhatsApp,Saber si hay cupos en primer grado para Lucia. Gracias.
Web,<p><b>papeles para traslado a 1ero secundaria. Postulante: Sofia.</b></p>
Email,"<p><b>Estimados, quisiera saber los precios de 1ero primaria para mi hijo Sofia.</b></p>"
WhatsApp,<p><b>Saber si hay vacantes en secundaria para Gabriel. Gracias.</b></p>
Web,<p><b>papeles para traslado a primer año. Postulante: Elena.</b></p>
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en inicial 4 años para Valentina. Gracias.</b></p>
Email,"Estimados, quisiera saber los mensualidad de 1ero primaria para mi hijo Sofia."
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Camila.
WhatsApp,<p><b>Hola hay espacios para inicial 4 años? Mi niño se llama Camila.</b></p>
Email,"Estimados, quisiera saber los costos de primer año para mi hijo Sofia."
WhatsApp,<p><b>Hola hay vacantes para primer grado? Mi niño se llama Valentina.</b></p>
Web,CRONOGRAMA DE ADMISION PARA SECUNDARIA. MI MENOR ES NICOLAS.
Web,<p><b>ficha de matrícula para traslado a 1ero primaria. Postulante: Pedro.</b></p>
Web,ficha de matrícula para traslado a 5to secundaria. Postulante: Camila.
WhatsApp,Saber si hay disponibilidad de ingreso en secundaria para Maria. Gracias.
Web,partidas para traslado a primer año. Postulante: Ana.
Web,charlas de admision para 1ero secundaria. Mi menor es Juan.
Email,"ESTIMADOS, QUISIERA SABER LOS MENSUALIDAD DE PRIMER AÑO PARA MI HIJO LUIS."
Email,"Estimados, quisiera saber los costos de inicial 5 años para mi hijo Maria."
Email,<p><b>Solicito información de precios y detalles para inicial 3 años. Atte: Pedro.</b></p>
Email,"Estimados, quisiera saber los pagos de 1ero secundaria para mi hijo Sebastian."
Web,requisitos para traslado a primer grado. Postulante: Camila.
Web,CHARLAS DE ADMISION PARA SECUNDARIA. MI MENOR ES GABRIEL.
Email,Solicito información de precios y detalles para primer año. Atte: Lucia.
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Luis.
WhatsApp,Saber si hay disponibilidad de ingreso en 1ero primaria para Luis. Gracias.
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Mateo."
Email,Solicito información de pagos y detalles para primer grado. Atte: Sofia.
Email,"<p><b>Estimados, quisiera saber los mensualidad de 1ero primaria para mi hijo Mateo.</b></p>"
WhatsApp,Hola hay lugares para primer grado? Mi niño se llama Sebastian.
WhatsApp,<p><b>Hola hay espacios para 1ero primaria? Mi niño se llama Luis.</b></p>
Email,SOLICITO INFORMACIÓN DE PAGOS Y DETALLES PARA 1ERO SECUNDARIA. ATTE: LUIS.
Web,documentación para traslado a secundaria. Postulante: Valentina.
Web,requisitos para traslado a 1ero primaria. Postulante: Juan.
Email,"Estimados, quisiera saber los precios de inicial 4 años para mi hijo Ana."
Web,reunión de admision para 6to primaria. Mi menor es Lucia.
WhatsApp,Saber si hay vacantes en 1ero primaria para Thiago. Gracias.
Web,reunión de admision para primer grado. Mi menor es Ana.
Web,<p><b>cronograma de admision para 1ero secundaria. Mi menor es Elena.</b></p>
Email,Solicito información de precios y detalles para primer grado. Atte: Ana.
Email,<p><b>Solicito información de costos y detalles para inicial 5 años. Atte: Ana.</b></p>
Email,"Estimados, quisiera saber los pagos de inicial 3 años para mi hijo Elena."
Web,papeles para traslado a inicial 4 años. Postulante: Camila.
Email,<p><b>Solicito información de pagos y detalles para inicial 3 años. Atte: Lucia.</b></p>
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN SECUNDARIA PARA LUIS. GRACIAS.
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para secundaria? Mi niño se llama Sofia.</b></p>
Email,Solicito información de mensualidad y detalles para primer grado. Atte: Sofia.
Email,Solicito información de precios y detalles para inicial 5 años. Atte: Mateo.
Email,"Estimados, quisiera saber los precios de 1ero primaria para mi hijo Mateo."
Email,"Estimados, quisiera saber los mensualidad de 6to primaria para mi hijo Maria."
Web,papeles para traslado a inicial 4 años. Postulante: Sofia.
Email,<p><b>Solicito información de pensiones y detalles para 5to secundaria. Atte: Sofia.</b></p>
WhatsApp,Hola hay vacantes para 5to secundaria? Mi niño se llama Sofia.
Email,SOLICITO INFORMACIÓN DE CUOTAS Y DETALLES PARA INICIAL 4 AÑOS. ATTE: MATEO.
Email,"ESTIMADOS, QUISIERA SABER LOS COSTOS DE PRIMER GRADO PARA MI HIJO THIAGO."
Web,reunión de admision para inicial 4 años. Mi menor es Gabriel.
Email,Solicito información de costos y detalles para secundaria. Atte: Nicolas.
Web,<p><b>entrevistas de admision para inicial 3 años. Mi menor es Gabriel.</b></p>
Email,Solicito información de pagos y detalles para primer grado. Atte: Sebastian.
Web,requisitos para traslado a primer año. Postulante: Juan.
Web,requisitos para traslado a 1ero secundaria. Postulante: Gabriel.
Web,<p><b>entrevistas de admision para inicial 5 años. Mi menor es Gabriel.</b></p>
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA SECUNDARIA. ATTE: MARIA.
WhatsApp,Hola hay disponibilidad de ingreso para inicial 4 años? Mi niño se llama Ana.
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE INICIAL 5 AÑOS PARA MI HIJO ELENA."
WhatsApp,HOLA HAY LUGARES PARA PRIMER AÑO? MI NIÑO SE LLAMA LUCIA.
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en primer año para Ana. Gracias.</b></p>
WhatsApp,Hola hay vacantes para 1ero secundaria? Mi niño se llama Pedro.
Web,documentación para traslado a 6to primaria. Postulante: Nicolas.
Email,"<p><b>Estimados, quisiera saber los pensiones de inicial 4 años para mi hijo Camila.</b></p>"
Email,"Estimados, quisiera saber los precios de primer grado para mi hijo Luis."
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Valentina.
Email,"Estimados, quisiera saber los pagos de 1ero primaria para mi hijo Valentina."
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Maria.
Web,requisitos para traslado a inicial 5 años. Postulante: Maria.
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Maria."
WhatsApp,Saber si hay lugares en secundaria para Valentina. Gracias.
WhatsApp,<p><b>Hola hay lugares para 5to secundaria? Mi niño se llama Elena.</b></p>
Web,citas de admision para inicial 4 años. Mi menor es Camila.
Web,<p><b>entrevistas de admision para 5to secundaria. Mi menor es Gabriel.</b></p>
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE INICIAL 5 AÑOS PARA MI HIJO MATEO."
Email,"Estimados, quisiera saber los cuotas de primer grado para mi hijo Gabriel."
Web,citas de admision para secundaria. Mi menor es Gabriel.
Web,documentos para traslado a inicial 3 años. Postulante: Elena.
Web,<p><b>charlas de admision para 1ero primaria. Mi menor es Gabriel.</b></p>
WhatsApp,Hola hay cupos para inicial 5 años? Mi niño se llama Gabriel.
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Sebastian.
WhatsApp,Hola hay vacantes para inicial 3 años? Mi niño se llama Thiago.
WhatsApp,Saber si hay lugares en primer año para Juan. Gracias.
Email,Solicito información de costos y detalles para 5to secundaria. Atte: Lucia.
Email,"Estimados, quisiera saber los precios de inicial 5 años para mi hijo Ana."
Web,REUNIÓN DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES SOFIA.
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Luis.</b></p>
Web,<p><b>cronograma de admision para inicial 4 años. Mi menor es Valentina.</b></p>
Web,cronograma de admision para 6to primaria. Mi menor es Mateo.
WhatsApp,Hola hay lugares para inicial 5 años? Mi niño se llama Elena.
Web,documentación para traslado a inicial 5 años. Postulante: Elena.
Email,"Estimados, quisiera saber los pagos de inicial 5 años para mi hijo Sofia."
Email,Solicito información de pensiones y detalles para secundaria. Atte: Pedro.
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en 1ero primaria para Sebastian. Gracias.</b></p>
Web,documentación para traslado a primer año. Postulante: Mateo.
WhatsApp,Saber si hay disponibilidad de ingreso en primer grado para Ana. Gracias.
Web,entrevistas de admision para 6to primaria. Mi menor es Elena.
Web,documentos para traslado a 5to secundaria. Postulante: Camila.
WhatsApp,SABER SI HAY ESPACIOS EN PRIMER AÑO PARA SEBASTIAN. GRACIAS.
WhatsApp,Hola hay lugares para 5to secundaria? Mi niño se llama Sofia.
Email,<p><b>Solicito información de precios y detalles para primer año. Atte: Ana.</b></p>
WhatsApp,Saber si hay vacantes en inicial 5 años para Juan. Gracias.
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Ana."
Web,CITAS DE ADMISION PARA PRIMER GRADO. MI MENOR ES GABRIEL.
WhatsApp,Saber si hay vacantes en secundaria para Pedro. Gracias.
Web,DOCUMENTOS PARA TRASLADO A 6TO PRIMARIA. POSTULANTE: ELENA.
Web,CRONOGRAMA DE ADMISION PARA PRIMER AÑO. MI MENOR ES LUCIA.
Web,cronograma de admision para 1ero primaria. Mi menor es Maria.
WhatsApp,Hola hay disponibilidad de ingreso para inicial 3 años? Mi niño se llama Mateo.
WhatsApp,SABER SI HAY ESPACIOS EN PRIMER GRADO PARA ELENA. GRACIAS.
WhatsApp,Saber si hay lugares en 6to primaria para Juan. Gracias.
Web,papeles para traslado a 1ero primaria. Postulante: Maria.
WhatsApp,Saber si hay cupos en 5to secundaria para Thiago. Gracias.
Email,Solicito información de mensualidad y detalles para 1ero primaria. Atte: Lucia.
Web,<p><b>partidas para traslado a 1ero primaria. Postulante: Elena.</b></p>
WhatsApp,Hola hay espacios para 1ero secundaria? Mi niño se llama Ana.
Email,Solicito información de pagos y detalles para 5to secundaria. Atte: Thiago.
Email,"<p><b>Estimados, quisiera saber los mensualidad de inicial 3 años para mi hijo Mateo.</b></p>"
Email,"Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Luis."
WhatsApp,<p><b>Hola hay espacios para 5to secundaria? Mi niño se llama Valentina.</b></p>
WhatsApp,Hola hay lugares para 6to primaria? Mi niño se llama Juan.
WhatsApp,Saber si hay lugares en primer año para Pedro. Gracias.
Email,"Estimados, quisiera saber los precios de 5to secundaria para mi hijo Elena."
Web,ficha de matrícula para traslado a 1ero primaria. Postulante: Thiago.
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en inicial 3 años para Ana. Gracias.</b></p>
WhatsApp,<p><b>Saber si hay vacantes en primer grado para Lucia. Gracias.</b></p>
Email,"<p><b>Estimados, quisiera saber los mensualidad de primer grado para mi hijo Camila.</b></p>"
WhatsApp,Saber si hay espacios en 1ero primaria para Sebastian. Gracias.
WhatsApp,SABER SI HAY ESPACIOS EN INICIAL 3 AÑOS PARA PEDRO. GRACIAS.
Email,"Estimados, quisiera saber los mensualidad de primer grado para mi hijo Sebastian."
WhatsApp,Saber si hay vacantes en inicial 3 años para Juan. Gracias.
WhatsApp,<p><b>Hola hay vacantes para primer año? Mi niño se llama Thiago.</b></p>
Email,"<p><b>Estimados, quisiera saber los mensualidad de 1ero primaria para mi hijo Ana.</b></p>"
WhatsApp,Saber si hay vacantes en inicial 3 años para Sofia. Gracias.
Email,"<p><b>Estimados, quisiera saber los pagos de primer grado para mi hijo Lucia.</b></p>"
Email,Solicito información de pagos y detalles para 1ero secundaria. Atte: Juan.
